# Atmospheric tracer concentrations for FESOM-2.x, version 25.08.1

# CO2 values for 1850-2014 CE for CMIP6-historical runs by Meinshausen et al. 2017, https://doi.org/10.5194/gmd-10-2057-2017
# CO2 values for 2015-2023 from NOAA by Lan et al. 2025, https://doi.org/10.15138/9N0H-ZH07

# Delta14C for 1850-2015 by Graven et al. 2017
# https://doi.org/10.5194/gmd-10-4405-2017-supplement

# Delta14C for 2016-2019 by Hua et al. 2021,
# https://doi.org/10.1017/RDC.2021.95

# delta13C for 1850-2015 by Graven et al. 2017,
# https://doi.org/10.5194/gmd-10-4405-2017-supplement

# CFCs and SF6 for 1850-2022 by Bullister & Warner 2023, 
# https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0164584/CFC_ATM_Hist_2022/Tracer_atmospheric_histories_revised_2023_Table1.csv

# Compiled using 'update_trace_gases.py' by Martin Butzin
# martin.butzin@awi.de, 26 August 2025

#Year, CO2, D14C_NH, D14C_TZ, D14C_SH, d13C, CFC11_NH, CFC11_SH, CFC12_NH, CFC12_SH, SF6_NH, SF6_SH
#CE, ppm, permil, permil, permil, permil, ppt, ppt, ppt, ppt, ppt, ppt
1850.5	 284.32	  -2.30	  -4.00	  -5.80	  -6.61	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1851.5	 284.45	  -2.60	  -4.30	  -6.00	  -6.61	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1852.5	 284.60	  -2.90	  -4.60	  -6.20	  -6.61	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1853.5	 284.73	  -3.20	  -4.80	  -6.40	  -6.61	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1854.5	 284.85	  -3.50	  -5.10	  -6.60	  -6.62	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1855.5	 284.94	  -3.70	  -5.30	  -6.80	  -6.62	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1856.5	 285.05	  -3.80	  -5.40	  -7.10	  -6.62	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1857.5	 285.20	  -3.80	  -5.60	  -7.40	  -6.62	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1858.5	 285.37	  -3.80	  -5.70	  -7.60	  -6.63	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1859.5	 285.54	  -3.90	  -5.90	  -7.90	  -6.63	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1860.5	 285.74	  -4.00	  -6.00	  -8.00	  -6.63	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1861.5	 285.93	  -4.20	  -6.10	  -8.00	  -6.64	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1862.5	 286.10	  -4.50	  -6.30	  -8.10	  -6.64	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1863.5	 286.27	  -4.70	  -6.40	  -8.10	  -6.65	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1864.5	 286.44	  -4.90	  -6.50	  -8.10	  -6.65	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1865.5	 286.61	  -5.00	  -6.60	  -8.30	  -6.65	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1866.5	 286.78	  -4.90	  -6.80	  -8.80	  -6.66	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1867.5	 286.95	  -4.80	  -7.00	  -9.30	  -6.66	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1868.5	 287.10	  -4.70	  -7.20	  -9.70	  -6.66	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1869.5	 287.22	  -4.60	  -7.40	 -10.20	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1870.5	 287.35	  -4.60	  -7.60	 -10.50	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1871.5	 287.49	  -4.90	  -7.80	 -10.60	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1872.5	 287.66	  -5.10	  -8.00	 -10.80	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1873.5	 287.86	  -5.30	  -8.10	 -11.00	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1874.5	 288.06	  -5.60	  -8.40	 -11.10	  -6.67	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1875.5	 288.29	  -5.60	  -8.30	 -11.10	  -6.68	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1876.5	 288.52	  -5.30	  -8.10	 -10.80	  -6.68	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1877.5	 288.75	  -5.10	  -7.80	 -10.50	  -6.68	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1878.5	 288.99	  -4.90	  -7.50	 -10.20	  -6.68	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1879.5	 289.22	  -4.60	  -7.30	  -9.90	  -6.68	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1880.5	 289.47	  -4.50	  -7.20	  -9.80	  -6.69	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1881.5	 289.74	  -4.60	  -7.20	  -9.80	  -6.69	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1882.5	 290.02	  -4.70	  -7.30	  -9.90	  -6.69	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1883.5	 290.26	  -4.70	  -7.30	  -9.90	  -6.69	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1884.5	 290.51	  -4.80	  -7.30	  -9.90	  -6.70	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1885.5	 290.80	  -4.80	  -7.40	 -10.00	  -6.70	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1886.5	 291.10	  -4.80	  -7.50	 -10.10	  -6.70	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1887.5	 291.41	  -4.90	  -7.60	 -10.30	  -6.71	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1888.5	 291.76	  -4.90	  -7.70	 -10.50	  -6.71	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1889.5	 292.11	  -4.90	  -7.80	 -10.60	  -6.71	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1890.5	 292.46	  -4.70	  -7.60	 -10.50	  -6.71	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1891.5	 292.82	  -4.40	  -7.20	 -10.10	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1892.5	 293.17	  -4.00	  -6.90	  -9.70	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1893.5	 293.48	  -3.60	  -6.50	  -9.30	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1894.5	 293.79	  -3.30	  -6.10	  -8.90	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1895.5	 294.08	  -3.10	  -5.90	  -8.70	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1896.5	 294.36	  -3.00	  -5.90	  -8.80	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1897.5	 294.65	  -3.00	  -5.90	  -8.80	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1898.5	 294.95	  -2.90	  -5.90	  -8.80	  -6.72	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1899.5	 295.30	  -2.80	  -5.90	  -8.90	  -6.73	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1900.5	 295.67	  -3.00	  -6.00	  -9.00	  -6.73	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1901.5	 296.01	  -3.40	  -6.30	  -9.20	  -6.74	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1902.5	 296.32	  -3.90	  -6.60	  -9.40	  -6.75	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1903.5	 296.65	  -4.30	  -6.90	  -9.60	  -6.76	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1904.5	 296.95	  -4.70	  -7.20	  -9.80	  -6.76	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1905.5	 297.29	  -5.20	  -7.60	 -10.00	  -6.78	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1906.5	 297.66	  -5.70	  -8.00	 -10.20	  -6.79	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1907.5	 298.10	  -6.20	  -8.30	 -10.50	  -6.80	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1908.5	 298.52	  -6.70	  -8.70	 -10.70	  -6.81	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1909.5	 298.94	  -7.20	  -9.10	 -10.90	  -6.82	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1910.5	 299.38	  -7.60	  -9.30	 -11.10	  -6.83	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1911.5	 299.83	  -7.90	  -9.50	 -11.10	  -6.84	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1912.5	 300.35	  -8.10	  -9.70	 -11.30	  -6.85	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1913.5	 300.91	  -8.30	  -9.80	 -11.40	  -6.85	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1914.5	 301.42	  -8.60	 -10.00	 -11.50	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1915.5	 301.94	  -9.10	 -10.30	 -11.60	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1916.5	 302.48	  -9.80	 -10.80	 -11.80	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1917.5	 303.01	 -10.60	 -11.30	 -12.00	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1918.5	 303.45	 -11.30	 -11.70	 -12.10	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1919.5	 303.81	 -12.00	 -12.20	 -12.30	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1920.5	 304.25	 -12.50	 -12.60	 -12.70	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1921.5	 304.60	 -12.70	 -12.90	 -13.20	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1922.5	 304.94	 -12.90	 -13.30	 -13.70	  -6.87	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1923.5	 305.27	 -13.00	 -13.60	 -14.20	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1924.5	 305.63	 -13.20	 -13.90	 -14.70	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1925.5	 305.81	 -13.60	 -14.30	 -15.00	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1926.5	 305.95	 -14.20	 -14.70	 -15.30	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1927.5	 306.18	 -14.90	 -15.20	 -15.50	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
1928.5	 306.33	 -15.50	 -15.60	 -15.70	  -6.86	   0.00	   0.00	   0.00	   0.00	   0.00	   0.00	
